raw_data_identifier,biosample_id,biosample_name,match_confidence,processedsample_placeholder,material_processing_protocol_id
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_59_TxCtrl-B-EcoFAB-Medium-Sterile_6__299.raw,nmdc:bsm-11-591gft81,LabB_27_TxCtrl_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_5_RtExu-A-EcoFAB-Brachy-Axenic_5__212.raw,nmdc:bsm-11-jfbeqj74,LabA_05_Axe_5,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_60_TxCtrl-B-EcoFAB-Medium-Sterile_7__371.raw,nmdc:bsm-11-1dwqny12,LabB_28_TxCtrl_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_65_RtExu-C-EcoFAB-Brachy-Axenic_1__011.raw,nmdc:bsm-11-g2h93009,LabC_01_Axe_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_66_RtExu-C-EcoFAB-Brachy-Axenic_2__081.raw,nmdc:bsm-11-8b4rh852,LabC_02_Axe_2,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_67_RtExu-C-EcoFAB-Brachy-Axenic_3__149.raw,nmdc:bsm-11-mz5hxz22,LabC_03_Axe_3,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_68_RtExu-C-EcoFAB-Brachy-Axenic_4__195.raw,nmdc:bsm-11-vpyyfy41,LabC_04_Axe_4,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_69_RtExu-C-EcoFAB-Brachy-Axenic_5__274.raw,nmdc:bsm-11-zaw2am78,LabC_05_Axe_5,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_6_RtExu-A-EcoFAB-Brachy-Axenic_6__318.raw,nmdc:bsm-11-t71b4p84,LabA_06_Axe_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_70_RtExu-C-EcoFAB-Brachy-Axenic_6__297.raw,nmdc:bsm-11-8egt1c03,LabC_06_Axe_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_71_RtExu-C-EcoFAB-Brachy-Axenic_7__365.raw,nmdc:bsm-11-2khbs287,LabC_07_Axe_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_72_RtExu-C-EcoFAB-Brachy-SynCom16_1__029.raw,nmdc:bsm-11-sxesr627,LabC_08_Syn16_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_73_RtExu-C-EcoFAB-Brachy-SynCom16_2__064.raw,nmdc:bsm-11-1g814q21,LabC_09_Syn16_2,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_74_RtExu-C-EcoFAB-Brachy-SynCom16_3__122.raw,nmdc:bsm-11-0rygg262,LabC_10_Syn16_3,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_75_RtExu-C-EcoFAB-Brachy-SynCom16_4_Reinj_399.raw,nmdc:bsm-11-zmy8av80,LabC_11_Syn16_4,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_76_RtExu-C-EcoFAB-Brachy-SynCom16_5__285.raw,nmdc:bsm-11-fcccde05,LabC_12_Syn16_5,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_77_RtExu-C-EcoFAB-Brachy-SynCom16_6__326.raw,nmdc:bsm-11-n4d95s05,LabC_13_Syn16_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_78_RtExu-C-EcoFAB-Brachy-SynCom16_7__353.raw,nmdc:bsm-11-ktgy7z27,LabC_14_Syn16_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_79_RtExu-C-EcoFAB-Brachy-SynCom17_1__054.raw,nmdc:bsm-11-tex2hk40,LabC_15_Syn17_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_7_RtExu-A-EcoFAB-Brachy-Axenic_7__384.raw,nmdc:bsm-11-z30rr925,LabA_07_Axe_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_80_RtExu-C-EcoFAB-Brachy-SynCom17_2__095.raw,nmdc:bsm-11-wvtvd315,LabC_16_Syn17_2,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_81_RtExu-C-EcoFAB-Brachy-SynCom17_3__130.raw,nmdc:bsm-11-54swpq24,LabC_17_Syn17_3,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_82_RtExu-C-EcoFAB-Brachy-SynCom17_4_Reinj_423.raw,nmdc:bsm-11-7hg82q14,LabC_18_Syn17_4,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_83_RtExu-C-EcoFAB-Brachy-SynCom17_5__272.raw,nmdc:bsm-11-mzf6m779,LabC_19_Syn17_5,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_84_RtExu-C-EcoFAB-Brachy-SynCom17_6__314.raw,nmdc:bsm-11-jbvp3524,LabC_20_Syn17_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_85_RtExu-C-EcoFAB-Brachy-SynCom17_7__345.raw,nmdc:bsm-11-k0qnt697,LabC_21_Syn17_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_86_TxCtrl-C-EcoFAB-Medium-Sterile_1__035.raw,nmdc:bsm-11-1mw29n05,LabC_22_TxCtrl_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_87_TxCtrl-C-EcoFAB-Medium-Sterile_2__058.raw,nmdc:bsm-11-7srsnn95,LabC_23_TxCtrl_2,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_88_TxCtrl-C-EcoFAB-Medium-Sterile_3__110.raw,nmdc:bsm-11-petdv273,LabC_24_TxCtrl_3,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_89_TxCtrl-C-EcoFAB-Medium-Sterile_4__163.raw,nmdc:bsm-11-3j94py47,LabC_25_TxCtrl_4,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_8_RtExu-A-EcoFAB-Brachy-SynCom16_1__046.raw,nmdc:bsm-11-756y7662,LabA_08_Syn16_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_90_TxCtrl-C-EcoFAB-Medium-Sterile_5_Reinj_413.raw,nmdc:bsm-11-9132b177,LabC_26_TxCtrl_5,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_91_TxCtrl-C-EcoFAB-Medium-Sterile_6__332.raw,nmdc:bsm-11-fgfw9z67,LabC_27_TxCtrl_6,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_92_TxCtrl-C-EcoFAB-Medium-Sterile_7__349.raw,nmdc:bsm-11-cw2hfh88,LabC_28_TxCtrl_7,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_97_RtExu-D-EcoFAB-Brachy-Axenic_1__019.raw,nmdc:bsm-11-ay268y30,LabD_01_Axe_1,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_98_RtExu-D-EcoFAB-Brachy-Axenic_2_Reinj_481.raw,nmdc:bsm-11-3nb25207,LabD_02_Axe_2,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_99_RtExu-D-EcoFAB-Brachy-Axenic_3__128.raw,nmdc:bsm-11-e8dc5062,LabD_03_Axe_3,high,ProcessedSample1_metab,metab
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_9_RtExu-A-EcoFAB-Brachy-SynCom16_2__089.raw,nmdc:bsm-11-zvkngt76,LabA_09_Syn16_2,high,ProcessedSample1_metab,metab
