sample_id,biosample.associated_studies,raw_data_file,processed_data_directory,mass_spec_configuration_name,chromat_configuration_name,instrument_used,processing_institution_workflow,processing_institution_generation,instrument_analysis_end_date,instrument_instance_specifier,raw_data_url
nmdc:bsm-11-c6g7jb68,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-175_flux8day-12C-oxic-44-000_2_Rg70to1050-CE102040-113-S1_Run200.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-175_flux8day-12C-oxic-44-000_2_Rg70to1050-CE102040-113-S1_Run200.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-06T19:19:26Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-175_flux8day-12C-oxic-44-000_2_Rg70to1050-CE102040-113-S1_Run200.mzML&forceDownload=true
nmdc:bsm-11-302b5a66,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run268.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run268.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-07T20:19:14Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run268.mzML&forceDownload=true
nmdc:bsm-11-c6g7jb68,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run123.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run123.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-05T15:01:32Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run123.mzML&forceDownload=true
nmdc:bsm-11-rz68jz92,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-082_statoxic-12C-oxic-44-000_5_Rg70to1050-CE102040-64-S1_Run406.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-082_statoxic-12C-oxic-44-000_5_Rg70to1050-CE102040-64-S1_Run406.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-10T00:26:01Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-082_statoxic-12C-oxic-44-000_5_Rg70to1050-CE102040-64-S1_Run406.mzML&forceDownload=true
nmdc:bsm-11-302b5a66,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-111_statanox-12C-anox-44-000_5_Rg70to1050-CE102040-84-S1_Run393.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-111_statanox-12C-anox-44-000_5_Rg70to1050-CE102040-84-S1_Run393.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-09T19:39:23Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-111_statanox-12C-anox-44-000_5_Rg70to1050-CE102040-84-S1_Run393.mzML&forceDownload=true
nmdc:bsm-11-jyswqd53,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-173_flux4day-12C-oxic-44-000_3_Rg70to1050-CE102040-111-S1_Run322.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-173_flux4day-12C-oxic-44-000_3_Rg70to1050-CE102040-111-S1_Run322.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-08T16:10:01Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-173_flux4day-12C-oxic-44-000_3_Rg70to1050-CE102040-111-S1_Run322.mzML&forceDownload=true
nmdc:bsm-11-jyswqd53,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-172_flux4day-12C-oxic-44-000_5_Rg70to1050-CE102040-110-S1_Run404.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-172_flux4day-12C-oxic-44-000_5_Rg70to1050-CE102040-110-S1_Run404.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-09T23:41:57Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-172_flux4day-12C-oxic-44-000_5_Rg70to1050-CE102040-110-S1_Run404.mzML&forceDownload=true
nmdc:bsm-11-rz68jz92,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-084_statoxic-12C-oxic-44-000_3_Rg70to1050-CE102040-66-S1_Run258.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-084_statoxic-12C-oxic-44-000_3_Rg70to1050-CE102040-66-S1_Run258.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-07T16:38:42Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-084_statoxic-12C-oxic-44-000_3_Rg70to1050-CE102040-66-S1_Run258.mzML&forceDownload=true
nmdc:bsm-11-c6g7jb68,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-177_flux8day-12C-oxic-44-000_3_Rg70to1050-CE102040-115-S1_Run265.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-177_flux8day-12C-oxic-44-000_3_Rg70to1050-CE102040-115-S1_Run265.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-07T19:13:04Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_NEG_MSMS_GRE-MB-177_flux8day-12C-oxic-44-000_3_Rg70to1050-CE102040-115-S1_Run265.mzML&forceDownload=true
nmdc:bsm-11-c6g7jb68,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run122.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run122.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-05T14:39:27Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-174_flux8day-12C-oxic-44-000_1_Rg70to1050-CE102040-112-S1_Run122.mzML&forceDownload=true
nmdc:bsm-11-rz68jz92,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-083_statoxic-12C-oxic-44-000_2_Rg70to1050-CE102040-65-S1_Run136.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-083_statoxic-12C-oxic-44-000_2_Rg70to1050-CE102040-65-S1_Run136.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-05T19:48:04Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-083_statoxic-12C-oxic-44-000_2_Rg70to1050-CE102040-65-S1_Run136.mzML&forceDownload=true
nmdc:bsm-11-302b5a66,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-110_statanox-12C-anox-44-000_2_Rg70to1050-CE102040-83-S1_Run185.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-110_statanox-12C-anox-44-000_2_Rg70to1050-CE102040-83-S1_Run185.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-06T13:48:42Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-110_statanox-12C-anox-44-000_2_Rg70to1050-CE102040-83-S1_Run185.mzML&forceDownload=true
nmdc:bsm-11-302b5a66,['nmdc:sty-11-076c9980'],/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/raw/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run267.mzML,/Volumes/LaCie/nmdc_data/pettridge_11_076c9980/processed_20251103/20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run267.corems,"N/A, should be overwritten","N/A, should be overwritten",Q Exactive Orbitrap,NDMC,JGI,2019-01-07T19:57:10Z,Exactive Series slot #913,https://massive.ucsd.edu/ProteoSAFe/DownloadResultFile?file=f.MSV000093271%2F%2Fraw%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163%2Frawdata%2F20190103_KBL_JP_502924_Soil_13CFlux_QE-139_HILIC_USHGX01163_POS_MSMS_GRE-MB-112_statanox-12C-anox-44-000_3_Rg70to1050-CE102040-85-S1_Run267.mzML&forceDownload=true
