raw_data_identifier,biosample_id,biosample_name,material_processing_protocol_id,match_confidence,processedsample_placeholder
EMSL_50_MLBS_A_POST_NotGr_MST_33,nmdc:bsm-11-0vgkpt58,EMSL 50 MLBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_51_MOAB_A_POST_NotGr_MST_33,nmdc:bsm-11-aw9xpa90,EMSL 51 MOAB_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_52_NGPR_A_POST_NotGr_MST_33,nmdc:bsm-11-v2kqzp11,EMSL 52 NGPR_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_53_NIWO_A_POST_NotGr_MST_33,nmdc:bsm-11-1mgzn748,EMSL 53 NIWO_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_54_OSBS_A_POST_NotGr_MST_33,nmdc:bsm-11-6m5pgr13,EMSL 54 OSBS_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_55_RMNP_A1_POST_NotGr_MST_33,nmdc:bsm-11-7dmzve23,EMSL 55 RMNP_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_56_SERC_A_POST_NotGr_MST_33,nmdc:bsm-11-zd1wbz45,EMSL 56 SERC_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_57_SJER_A_POST_NotGr_MST_33,nmdc:bsm-11-ddcg6623,EMSL 57 SJER_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_58_SOAP_A_POST_NotGr_MST_33,nmdc:bsm-11-ybyjz464,EMSL 58 SOAP_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_59_STEI_A1_POST_NotGr_MST_33,nmdc:bsm-11-kvxpkn12,EMSL 59 STEI_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_6_CPER_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_60_TALL_A1_POST_NotGr_MST_33,nmdc:bsm-11-bm3k2w07,EMSL 60 TALL_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_61_TREE_A1_POST_NotGr_MST_33,nmdc:bsm-11-8qr96b28,EMSL 61 TREE_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_62_UNDE_A_POST_NotGr_MST_33,nmdc:bsm-11-8gy0dx46,EMSL 62 UNDE_A_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_63_WREF_A1_POST_NotGr_MST_33,nmdc:bsm-11-bm60ch89,EMSL 63 WREF_A1_POST_NotGr_MST_33,ALL,high,ProcessedSample4_GCMS
EMSL_64_ABBY_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-3ekzh153,EMSL 64 ABBY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_65_BARR_Oaf_POST_NotGr_MSTplus5_33,nmdc:bsm-11-kag46n94,EMSL 65 BARR_Oaf_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_66_BLAN_Ap1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-kh27cs78,EMSL 66 BLAN_Ap1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_67_BONA_Oea_POST_NotGr_MSTplus5_33,nmdc:bsm-11-x462mz30,EMSL 67 BONA_Oea_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_68_CLBJ_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-ea81mj44,EMSL 68 CLBJ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_69_CPER_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-fs0nam69,EMSL 69 CPER_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_7_DCFS_A1_PRE_NotGr_NA_NA,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_70_DCFS_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-mt7hs697,EMSL 70 DCFS_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_71_DELA_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-hmwb5933,EMSL 71 DELA_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_72_DSNY_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-pywm3v18,EMSL 72 DSNY_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_73_GRSM_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-rgvr4244,EMSL 73 GRSM_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_74-HEAL_Oae_POST_NotGr_MSTplus5_33,nmdc:bsm-11-0545zh73,EMSL 74 HEAL_Oae_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_75_JORN_Ak_POST_NotGr_MSTplus5_33,nmdc:bsm-11-w1s6zj21,EMSL 75 JORN_Ak_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_76_KONZ_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-rn50jw68,EMSL 76 KONZ_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_77_MLBS_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-pw5qbt83,EMSL 77 MLBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_78_MOAB_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-f744kg86,EMSL 78 MOAB_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_79_NGPR_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-feb57406,EMSL 79 NGPR_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_8_DELA_A_PRE_NotGr_NA_NA,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_80_NIWO_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-srrzgw96,EMSL 80 NIWO_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_81_OSBS_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-k3ms3q32,EMSL 81 OSBS_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_82_RMNP_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-jexdz609,EMSL 82 RMNP_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_83_SERC_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-2aew5811,EMSL 83 SERC_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_84_SJER_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-1nkycf30,EMSL 84 SJER_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_85_SOAP_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-anhff417,EMSL 85 SOAP_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_86_STEI_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-jwsqte26,EMSL 86 STEI_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_87_TALL_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-f3ebmn35,EMSL 87 TALL_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_88_TREE_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-ha7xvb59,EMSL 88 TREE_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_89_UNDE_A_POST_NotGr_MSTplus5_33,nmdc:bsm-11-c71sq339,EMSL 89 UNDE_A_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
EMSL_9_DSNY_A_PRE_NotGr_NA_NA,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample4_GCMS
EMSL_90_WREF_A1_POST_NotGr_MSTplus5_33,nmdc:bsm-11-g8qs8k06,EMSL 90 WREF_A1_POST_NotGr_MST+5_33,ALL,high,ProcessedSample4_GCMS
60009_Miesel_ABBY_22_Pro_f01_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_ABBY_22_Pro_f02_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_ABBY_22_Pro_f03_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_ABBY_22_Pro_f04_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_ABBY_22_Pro_f05_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_ABBY_22_Pro_f06_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_ABBY_whole_22_02Oct23_Pippin_WBEH-23-05-17,nmdc:bsm-11-xjd8t932,EMSL 1 ABBY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_BARR_25_Pro_f01_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_BARR_25_Pro_f02_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_BARR_25_Pro_f03_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_BARR_25_Pro_f04_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_BARR_25_Pro_f05_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_BARR_25_Pro_f06_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_BARR_whole_25_02Oct23_Pippin_WBEH-23-05-17,nmdc:bsm-11-pmcm6s22,EMSL 2 BARR_Oaf_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_BLAN_07_Pro_f01_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_BLAN_07_Pro_f02_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_BLAN_07_Pro_f03_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_BLAN_07_Pro_f04_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_BLAN_07_Pro_f05_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_BLAN_07_Pro_f06_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_BLAN_whole_07_30Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-dgpxax84,EMSL 3 BLAN_Ap1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_BONA_26_Pro_f01_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_BONA_26_Pro_f02_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_BONA_26_Pro_f03_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_BONA_26_Pro_f04_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_BONA_26_Pro_f05_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_BONA_26_Pro_f06_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_BONA_whole_26_02Oct23_Pippin_WBEH-23-05-17,nmdc:bsm-11-447q1c62,EMSL 4 BONA_Oea_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_CLBJ_06_Pro_f01_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_CLBJ_06_Pro_f02_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_CLBJ_06_Pro_f03_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_CLBJ_06_Pro_f04_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_CLBJ_06_Pro_f05_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_CLBJ_06_Pro_f06_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_CLBJ_whole_06_30Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-hb183j67,EMSL 5 CLBJ_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_CPER_04_Pro_f01_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_CPER_04_Pro_f02_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_CPER_04_Pro_f03_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_CPER_04_Pro_f04_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_CPER_04_Pro_f05_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_CPER_04_Pro_f06_12Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_CPER_extra_04_f01_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample17_Prot
60009_Miesel_CPER_extra_04_f02_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample18_Prot
60009_Miesel_CPER_extra_04_f03_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample19_Prot
60009_Miesel_CPER_extra_04_f04_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample20_Prot
60009_Miesel_CPER_extra_04_f05_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample21_Prot
60009_Miesel_CPER_extra_04_f06_25Aug23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample22_Prot
60009_Miesel_CPER_extra_04_KCL_f01_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample23_Prot
60009_Miesel_CPER_extra_04_KCL_f02_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample24_Prot
60009_Miesel_CPER_extra_04_KCL_f03_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample25_Prot
60009_Miesel_CPER_extra_04_KCL_f04_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample26_Prot
60009_Miesel_CPER_extra_04_KCL_f05_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample27_Prot
60009_Miesel_CPER_extra_04_KCL_f06_06Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample28_Prot
60009_Miesel_CPER_whole_04_30Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-kfxsah36,EMSL 6 CPER_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_DCFS_21_Pro_f01_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_DCFS_21_Pro_f02_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_DCFS_21_Pro_f03_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_DCFS_21_Pro_f04_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_DCFS_21_Pro_f05_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_DCFS_21_Pro_f06_4July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_DCFS_whole_21_02Oct23_Pippin_WBEH-23-05-17,nmdc:bsm-11-jv4z8645,EMSL 7 DCFS_A1_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_DELA_08_Pro_f01_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_DELA_08_Pro_f02_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_DELA_08_Pro_f03_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_DELA_08_Pro_f04_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_DELA_08_Pro_f05_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_DELA_08_Pro_f06_16Jun23_Arwen_WBEH-unknown,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_DELA_whole_08_30Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-2a214q05,EMSL 8 DELA_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_DSNY_09_Pro_f01_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_DSNY_09_Pro_f02_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_DSNY_09_Pro_f03_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_DSNY_09_Pro_f04_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_DSNY_09_Pro_f05_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_DSNY_09_Pro_f06_22Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_DSNY_whole_09_30Sep23_Pippin_WBEH-23-05-17,nmdc:bsm-11-1fcma647,EMSL 9 DSNY_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_GRSM_20_Pro_f01_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_GRSM_20_Pro_f02_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_GRSM_20_Pro_f03_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_GRSM_20_Pro_f04_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_GRSM_20_Pro_f05_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_GRSM_20_Pro_f06_30Jun23_Arwen_WBEH-23-03-03,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
60009_Miesel_GRSM_whole_20_02Oct23_Pippin_WBEH-23-05-17,nmdc:bsm-11-v9wwsa76,EMSL 10 GRSM_A_PRE_NotGr_NA_NA,ALL,high,ProcessedSample7_Prot
60009_Miesel_HEAL_27_Pro_f01_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample8_Prot
60009_Miesel_HEAL_27_Pro_f02_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample9_Prot
60009_Miesel_HEAL_27_Pro_f03_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample10_Prot
60009_Miesel_HEAL_27_Pro_f04_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample11_Prot
60009_Miesel_HEAL_27_Pro_f05_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample12_Prot
60009_Miesel_HEAL_27_Pro_f06_12July23_Arwen_WBEH-23-03-03,nmdc:bsm-11-57n0am19,EMSL 11 HEAL_Oae_PRE_NotGr_NA_NA,ALL,high,ProcessedSample13_Prot
