file_name,file_path,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,polarity,mz_min,mz_max,rt_min,rt_max,write_time
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_33_RtExu-B-EcoFAB-Brachy-Axenic_1__050.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_33_RtExu-B-EcoFAB-Brachy-Axenic_1__050.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6363,99.5993,0.003013239924112956,21.00062908989588,2024-02-26 08:39:35.228000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_36_RtExu-B-EcoFAB-Brachy-Axenic_4_badinj_169.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_36_RtExu-B-EcoFAB-Brachy-Axenic_4_badinj_169.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.5993,0.002823808415730795,21.00275900405248,2024-02-28 04:57:12.626000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_14_RtExu-A-EcoFAB-Brachy-SynCom16_7__340.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_14_RtExu-A-EcoFAB-Brachy-SynCom16_7__340.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0611,98.6285,0.002820657316843669,21.00294930181503,2024-03-07 20:45:35.958000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_40_RtExu-B-EcoFAB-Brachy-SynCom16_1__027.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_40_RtExu-B-EcoFAB-Brachy-SynCom16_1__027.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5975,0.002836210155487061,21.00191153726578,2024-02-26 00:06:14.707000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_37_RtExu-B-EcoFAB-Brachy-Axenic_5__216.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_37_RtExu-B-EcoFAB-Brachy-Axenic_5__216.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.5993,0.002813743178049723,21.00317096751531,2024-02-29 08:38:40.661000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_55_TxCtrl-B-EcoFAB-Medium-Sterile_2__087.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_55_TxCtrl-B-EcoFAB-Medium-Sterile_2__087.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6363,99.5992,0.002831843121846517,21.00291380526225,2024-02-26 22:25:26.184000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_12_RtExu-A-EcoFAB-Brachy-SynCom16_5__262.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_12_RtExu-A-EcoFAB-Brachy-SynCom16_5__262.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,98.6285,0.002825974051157633,21.00099835039774,2024-03-06 15:42:11.140000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_91_TxCtrl-C-EcoFAB-Medium-Sterile_6__332.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_91_TxCtrl-C-EcoFAB-Medium-Sterile_6__332.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,98.6284,0.002836210155487061,21.00256595255534,2024-03-07 17:46:32.705000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_134_RtExu-E-EcoFAB-Brachy-Axenic_6__291.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_134_RtExu-E-EcoFAB-Brachy-Axenic_6__291.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.5993,0.002832391484578451,21.00239368321101,2024-03-07 02:30:17.611000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_34_RtExu-B-EcoFAB-Brachy-Axenic_2__103.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_34_RtExu-B-EcoFAB-Brachy-Axenic_2__103.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5993,0.002823176606496175,21.00153720420202,2024-02-27 04:23:34.040000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_35_RtExu-B-EcoFAB-Brachy-Axenic_3__105.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_35_RtExu-B-EcoFAB-Brachy-Axenic_3__105.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8185,99.6529,0.00282759132385254,21.00077220242818,2024-02-27 05:08:19.025000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_161_ExCtrl-A-Tube-Empty_1__021.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_161_ExCtrl-A-Tube-Empty_1__021.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6530,0.002820526186625163,21.00121298274994,2024-02-25 21:51:59.792000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_69_RtExu-C-EcoFAB-Brachy-Axenic_5__274.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_69_RtExu-C-EcoFAB-Brachy-Axenic_5__274.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6361,98.6285,0.002818757915496826,21.00217095257441,2024-03-06 20:10:45.355000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_77_RtExu-C-EcoFAB-Brachy-SynCom16_6__326.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_77_RtExu-C-EcoFAB-Brachy-SynCom16_6__326.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.6529,0.00282695951461792,21.00152360242208,2024-03-07 15:32:18.608000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_168_ExCtrl-B-E-Tube-Empty_1__023.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_168_ExCtrl-B-E-Tube-Empty_1__023.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6529,0.002841773255666097,21.0027365331014,2024-02-25 22:36:44.374000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_21_RtExu-A-EcoFAB-Brachy-SynCom17_7__336.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_21_RtExu-A-EcoFAB-Brachy-SynCom17_7__336.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1632,996.2728,0.002847423775990804,21.00116366984049,2024-03-07 19:16:03.705000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_38_RtExu-B-EcoFAB-Brachy-Axenic_6__322.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_38_RtExu-B-EcoFAB-Brachy-Axenic_6__322.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1173,99.6528,0.002845826371510823,21.00101102234522,2024-03-07 14:03:03.742000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_7_RtExu-A-EcoFAB-Brachy-Axenic_7__384.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_7_RtExu-A-EcoFAB-Brachy-Axenic_7__384.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6360,98.6285,0.002864391231536866,21.00273835302989,2024-03-08 13:12:44.383000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_92_TxCtrl-C-EcoFAB-Medium-Sterile_7__349.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_92_TxCtrl-C-EcoFAB-Medium-Sterile_7__349.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,989.5340,0.002824424330393473,21.00264718573888,2024-03-08 00:07:03.654000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_165_ExCtrl-A-Tube-Empty_5__281.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_165_ExCtrl-A-Tube-Empty_5__281.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],102.7348,99.6529,0.002822258694966634,21.00279583574931,2024-03-06 22:46:51.881000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_8_RtExu-A-EcoFAB-Brachy-SynCom16_1__046.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_8_RtExu-A-EcoFAB-Brachy-SynCom16_1__046.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6367,98.6285,0.002831541124979655,21.00043442509969,2024-02-26 07:10:20.593000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_98_RtExu-D-EcoFAB-Brachy-Axenic_2_Reinj_481.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_98_RtExu-D-EcoFAB-Brachy-Axenic_2_Reinj_481.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,98.6171,0.002895377699534099,21.0009060704867,2024-03-10 04:46:10.743000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_78_RtExu-C-EcoFAB-Brachy-SynCom16_7__353.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_78_RtExu-C-EcoFAB-Brachy-SynCom16_7__353.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,99.5975,0.002820005639394124,21.00284440161387,2024-03-08 01:36:29.567000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_24_TxCtrl-A-EcoFAB-Medium-Sterile_3__114.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_24_TxCtrl-A-EcoFAB-Medium-Sterile_3__114.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.1631,989.5345,0.002992509428660075,21.00127938629786,2024-02-27 08:29:15.375000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_88_TxCtrl-C-EcoFAB-Medium-Sterile_3__110.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_88_TxCtrl-C-EcoFAB-Medium-Sterile_3__110.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.00282157522837321,21.00145786644618,2024-02-27 06:59:43.462000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_53_RtExu-B-EcoFAB-Brachy-SynCom17_7__382.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_53_RtExu-B-EcoFAB-Brachy-SynCom17_7__382.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6359,99.5992,0.002822195116678874,21.00100205383301,2024-03-08 12:27:43.428000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_102_RtExu-D-EcoFAB-Brachy-Axenic_6__305.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_102_RtExu-D-EcoFAB-Brachy-Axenic_6__305.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0613,98.6284,0.00282234214146932,21.00256186765035,2024-03-07 07:43:10.441000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_89_TxCtrl-C-EcoFAB-Medium-Sterile_4__163.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_89_TxCtrl-C-EcoFAB-Medium-Sterile_4__163.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.002839345359802247,21.00285602054596,2024-02-28 02:43:04.043000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_26_TxCtrl-A-EcoFAB-Medium-Sterile_5__279.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_26_TxCtrl-A-EcoFAB-Medium-Sterile_5__279.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,987.4954,0.002817124748229981,21.0006150589625,2024-03-06 22:02:07.913000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_169_ExCtrl-B-E-Tube-Empty_2__085.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_169_ExCtrl-B-E-Tube-Empty_2__085.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5235,99.6529,0.002832510693868002,21.00135970156987,2024-02-26 21:40:40.653000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_72_RtExu-C-EcoFAB-Brachy-SynCom16_1__029.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_72_RtExu-C-EcoFAB-Brachy-SynCom16_1__029.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],103.5234,99.6529,0.002994261805216472,21.00282017033895,2024-02-26 00:50:41.703000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_56_TxCtrl-B-EcoFAB-Medium-Sterile_3__138.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_56_TxCtrl-B-EcoFAB-Medium-Sterile_3__138.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.5975,0.002825926367441814,21.00146868667602,2024-02-27 17:25:29.235000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_16_RtExu-A-EcoFAB-Brachy-SynCom17_2__072.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_16_RtExu-A-EcoFAB-Brachy-SynCom17_2__072.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,98.6285,0.003003675365447999,21.002755384063722,2024-02-26 16:50:40.086000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_1_RtExu-A-EcoFAB-Brachy-Axenic_1__052.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_1_RtExu-A-EcoFAB-Brachy-Axenic_1__052.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0610,98.6285,0.002828358236948649,21.00217030089696,2024-02-26 09:24:07.519000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_74_RtExu-C-EcoFAB-Brachy-SynCom16_3__122.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_74_RtExu-C-EcoFAB-Brachy-SynCom16_3__122.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0609,99.6529,0.002834024651845296,21.00122513415019,2024-02-27 11:28:17.946000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_103_RtExu-D-EcoFAB-Brachy-Axenic_7__363.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_103_RtExu-D-EcoFAB-Brachy-Axenic_7__363.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],101.0612,98.6285,0.002833210055033366,21.00091299476624,2024-03-08 05:21:35.101000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_10_RtExu-A-EcoFAB-Brachy-SynCom16_3__145.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_10_RtExu-A-EcoFAB-Brachy-SynCom16_3__145.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],100.6362,996.2737,0.0028321928024292,21.00128568452199,2024-02-27 20:01:57.715000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_51_RtExu-B-EcoFAB-Brachy-SynCom17_5__268.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_51_RtExu-B-EcoFAB-Brachy-SynCom17_5__268.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8183,99.5993,0.002830356979370118,21.00263158521652,2024-03-06 17:56:31.292000
20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_84_RtExu-C-EcoFAB-Brachy-SynCom17_6__314.raw,/Users/heal742/LOCAL/staging/20240225_EB_VN_106100-001_RingTrial2_20230627_EXP120A_HILICZ_USHXG02065_POS_MS2_84_RtExu-C-EcoFAB-Brachy-SynCom17_6__314.raw,Orbitrap Exploris 120,Unknown,MB10179C,['centroid'],"[1, 2]",['30'],['positive'],104.8184,99.6528,0.002818455918629964,21.00243883571625,2024-03-07 11:04:17.353000
