file_name,file_path,file_size_bytes,file_extension,error,creation_time,write_time,instrument_model,instrument_name,instrument_serial_number,scan_types,scan_levels,collision_energies,ms2_types,polarity,mz_min,mz_max,rt_min,rt_max,total_scans
Miesel_60009_04_BONA_Oea_PRE_Met_SPE_r2_300SA_IATp03_9596.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_04_BONA_Oea_PRE_Met_SPE_r2_300SA_IATp03_9596.d,4096,.d,,2026-05-08T23:25:37.109998,2023-02-12T10:34:55-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0092,9.0092,1.0
Miesel_60009_05_CLBJ_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9013.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9013.d,4096,.d,,2026-05-08T23:25:37.149998,2023-01-26T23:31:56-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_05_CLBJ_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9150.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9150.d,4096,.d,,2026-05-08T23:25:37.181998,2023-01-29T01:58:06-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0102,9.0102,1.0
Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9238.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9238.d,4096,.d,,2026-05-09T00:12:51.066152,2023-01-30T10:24:36-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r2_300SA_IATp03_9621.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_05_CLBJ_A1_PRE_Met_SPE_r2_300SA_IATp03_9621.d,4096,.d,,2026-05-08T23:25:37.277999,2023-02-12T19:06:35-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0098,9.0098,1.0
Miesel_60009_06_CPER_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9025.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_06_CPER_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9025.d,4096,.d,,2026-05-08T23:25:37.313999,2023-01-27T03:55:32-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0085,9.0085,1.0
Miesel_60009_06_CPER_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9120.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_06_CPER_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9120.d,4096,.d,,2026-05-08T23:25:37.362000,2023-01-28T14:59:06-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0097,9.0097,1.0
Miesel_60009_06_CPER_A1_PRE_Met_SPE_r1_300SA_IATp03_9249.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_06_CPER_A1_PRE_Met_SPE_r1_300SA_IATp03_9249.d,4096,.d,,2026-05-08T23:25:37.394000,2023-01-30T14:26:14-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_06_CPER_A1_PRE_Met_SPE_r2_300SA_IATp03_9555.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_06_CPER_A1_PRE_Met_SPE_r2_300SA_IATp03_9555.d,4096,.d,,2026-05-08T23:25:37.446000,2023-02-11T20:35:47-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0091,9.0091,1.0
Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8987.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8987.d,4096,.d,,2026-05-08T23:25:37.490001,2023-01-26T14:00:47-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0101,9.0101,1.0
Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9121.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_07_DCFS_A1_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9121.d,4096,.d,,2026-05-08T23:25:37.574001,2023-01-28T15:21:04-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0095,9.0095,1.0
Miesel_60009_07_DCFS_A1_PRE_Met_SPE_r1_300SA_IATp03_9255.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_07_DCFS_A1_PRE_Met_SPE_r1_300SA_IATp03_9255.d,4096,.d,,2026-05-08T23:25:37.618002,2023-01-30T16:38:02-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0089,9.0089,1.0
Miesel_60009_07_DCFS_A1_PRE_Met_SPE_r2_300SA_IATp03_9588.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_07_DCFS_A1_PRE_Met_SPE_r2_300SA_IATp03_9588.d,4096,.d,,2026-05-08T23:25:37.650002,2023-02-12T07:51:11-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0093,9.0093,1.0
Miesel_60009_08_DELA_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9016.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_08_DELA_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9016.d,4096,.d,,2026-05-08T23:25:37.694002,2023-01-27T00:37:50-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0084,9.0084,1.0
Miesel_60009_08_DELA_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9087.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_08_DELA_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9087.d,4096,.d,,2026-05-08T23:25:37.730003,2023-01-28T02:54:12-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0098,9.0098,1.0
Miesel_60009_08_DELA_A_PRE_Met_SPE_r1_300SA_IATp03_9246.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_08_DELA_A_PRE_Met_SPE_r1_300SA_IATp03_9246.d,4096,.d,,2026-05-08T23:25:37.778003,2023-01-30T13:20:20-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.01,9.01,1.0
Miesel_60009_08_DELA_A_PRE_Met_SPE_r2_300SA_IATp03_9580.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_08_DELA_A_PRE_Met_SPE_r2_300SA_IATp03_9580.d,4096,.d,,2026-05-08T23:25:37.814003,2023-02-12T05:07:27-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0063,9.0063,1.0
Miesel_60009_09_DSNY_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9006.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_09_DSNY_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9006.d,4096,.d,,2026-05-08T23:25:37.850003,2023-01-26T20:58:10-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_09_DSNY_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9100.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_09_DSNY_A_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9100.d,4096,.d,,2026-05-08T23:25:37.898004,2023-01-28T07:39:46-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_09_DSNY_A_PRE_Met_SPE_r1_300SA_IATp03_9248.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_09_DSNY_A_PRE_Met_SPE_r1_300SA_IATp03_9248.d,4096,.d,,2026-05-08T23:25:37.942004,2023-01-30T14:04:16-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0102,9.0102,1.0
Miesel_60009_09_DSNY_A_PRE_Met_SPE_r2_300SA_IATp03_9625.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_09_DSNY_A_PRE_Met_SPE_r2_300SA_IATp03_9625.d,4096,.d,,2026-05-08T23:25:37.978004,2023-02-12T20:28:27-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0091,9.0091,1.0
Miesel_60009_10_GRSM_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9050.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_10_GRSM_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9050.d,4096,.d,,2026-05-08T23:25:38.018005,2023-01-27T13:04:42-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.007,9.007,1.0
Miesel_60009_10_GRSM_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9114.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_10_GRSM_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9114.d,4096,.d,,2026-05-08T23:25:38.046005,2023-01-28T12:47:18-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0102,9.0102,1.0
Miesel_60009_10_GRSM_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9180.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_10_GRSM_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9180.d,4096,.d,,2026-05-08T23:25:38.094005,2023-01-29T12:57:06-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_10_GRSM_A_PRE_Met_SPE_r2_300SA_IATp03_9560.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_10_GRSM_A_PRE_Met_SPE_r2_300SA_IATp03_9560.d,4096,.d,,2026-05-08T23:25:38.130006,2023-02-11T22:18:07-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0056,9.0056,1.0
Miesel_60009_11_HEAL_Oae_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8999.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_11_HEAL_Oae_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_8999.d,4096,.d,,2026-05-08T23:25:38.174006,2023-01-26T18:24:24-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_11_HEAL_Oae_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9093.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_11_HEAL_Oae_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9093.d,4096,.d,,2026-05-08T23:25:38.214006,2023-01-28T05:06:00-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0096,9.0096,1.0
Miesel_60009_11_HEAL_Oae_PRE_Met_SPE_r1_300SA_IATp03_9285.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_11_HEAL_Oae_PRE_Met_SPE_r1_300SA_IATp03_9285.d,4096,.d,,2026-05-08T23:25:38.254007,2023-01-31T03:37:02-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0058,9.0058,1.0
Miesel_60009_11_HEAL_Oae_PRE_Met_SPE_r2_300SA_IATp03_9631.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_11_HEAL_Oae_PRE_Met_SPE_r2_300SA_IATp03_9631.d,4096,.d,,2026-05-08T23:25:38.294007,2023-02-12T22:31:15-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0089,9.0089,1.0
Miesel_60009_12_JORN_Ak_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9062.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_12_JORN_Ak_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9062.d,4096,.d,,2026-05-08T23:25:38.334007,2023-01-27T17:45:02-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0103,9.0103,1.0
Miesel_60009_12_JORN_Ak_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9147.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_12_JORN_Ak_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9147.d,4096,.d,,2026-05-08T23:25:38.362008,2023-01-29T00:52:12-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0101,9.0101,1.0
Miesel_60009_12_JORN_Ak_PRE_Met_SPE_r1_300SA_IATp03_9273.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_12_JORN_Ak_PRE_Met_SPE_r1_300SA_IATp03_9273.d,4096,.d,,2026-05-08T23:25:38.410008,2023-01-30T23:13:26-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_12_JORN_Ak_PRE_Met_SPE_r2_300SA_IATp03_9610.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_12_JORN_Ak_PRE_Met_SPE_r2_300SA_IATp03_9610.d,4096,.d,,2026-05-08T23:25:38.446008,2023-02-12T15:21:27-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0089,9.0089,1.0
Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9070.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9070.d,4096,.d,,2026-05-08T23:25:38.486008,2023-01-27T20:40:46-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0107,9.0107,1.0
Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9091.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_13_KONZ_A1_PRE_H2O_SPE_r2_28Jan23_Alder_300SA_IATp03_9091.d,4096,.d,,2026-05-08T23:25:38.518009,2023-01-28T04:22:04-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.009,9.009,1.0
Miesel_60009_13_KONZ_A1_PRE_Met_SPE_r1_300SA_IATp03_9289.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_13_KONZ_A1_PRE_Met_SPE_r1_300SA_IATp03_9289.d,4096,.d,,2026-05-08T23:25:38.546009,2023-01-31T05:04:54-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_13_KONZ_A1_PRE_Met_SPE_r2_300SA_IATp03_9593.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_13_KONZ_A1_PRE_Met_SPE_r2_300SA_IATp03_9593.d,4096,.d,,2026-05-08T23:25:38.594009,2023-02-12T09:33:31-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.0086,9.0086,1.0
Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9071.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9071.d,4096,.d,,2026-05-08T23:25:38.630010,2023-01-27T21:02:44-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0094,9.0094,1.0
Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9128.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_14_MLBS_A_PRE_H2O_SPE_r2_28Jan23_Fir_300SA_IATp03_9128.d,4096,.d,,2026-05-08T23:25:38.678010,2023-01-28T17:54:50-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0103,9.0103,1.0
Miesel_60009_14_MLBS_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9173.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_14_MLBS_A_PRE_Met_SPE_r1_30Jan23_Fir_300SA_IATp03_9173.d,4096,.d,,2026-05-08T23:25:38.722010,2023-01-29T10:23:20-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.0098,9.0098,1.0
Miesel_60009_14_MLBS_A_PRE_Met_SPE_r2_300SA_IATp03_9628.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_14_MLBS_A_PRE_Met_SPE_r2_300SA_IATp03_9628.d,4096,.d,,2026-05-08T23:25:38.758011,2023-02-12T21:29:51-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41519730292927,1100.0949327766375,9.009,9.009,1.0
Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9018.d,/mnt/home/bmeluch/NMDC/nom_processing/miesel_11_8bjf2432/raw/Miesel_60009_15_MOAB_A_PRE_H2O_SPE_r1_26Jan23_Alder_300SA_IATp03_9018.d,4096,.d,,2026-05-08T23:25:38.798011,2023-01-27T01:21:45-08:00,placeholder,placeholder,placeholder,profile,1.0,,,positive,147.41518502797905,1100.0948300354842,9.01,9.01,1.0
